No,Education Level,Specialization,Skills,Certifications,CGPA/Percentage,Recommended Career
10325,PhD,Computer Science,"Next.js, OOP, Ansible",TensorFlow Developer Certificate,77,ML Engineer
10326,Bachelor's,Engineering,"TypeScript, AWS, GitLab",AWS Certified Developer,76,Frontend Developer
10327,Intermediate,Computer Science,"CI/CD, TCP/IP",Docker Certified Associate,83,Platform Engineer
10328,Bachelor's,Computer Science,"Analytical Thinking, MongoDB, Node.js",Figma Professional,64,Product Designer
10329,Bachelor's,Business,"REST API, GraphQL, Jenkins, Analytical Thinking",PMI-PBA,82,Business Analyst
10330,Master's,Business,"PowerShell, Debian, Docker",AWS SysOps Administrator,75,Infrastructure Engineer
10331,Bachelor's,Business,"Firebase, R",Microsoft Azure Developer,85,Backend Developer
10332,Bachelor's,Computer Science,"Technical Writing, Flutter, Design Patterns, Windows Server",MySQL Certified,91,Database Administrator (DBA)
10333,Bachelor's,Engineering,"AWS, OWASP, Elasticsearch",Cisco CCNP,89,Network Engineer
10334,Master's,Computer Science,"MySQL, MongoDB, TensorFlow",Oracle Java Certified,76,Backend Developer
10335,Bachelor's,Computer Science,"Firewall, HTTP/HTTPS",CompTIA Linux+,71,System Administrator
10336,Matric,Business,"Tableau, DNS, Firebase, Cassandra",Google IT Support,71,Data Entry Operator
10337,Bachelor's,Business,"REST API, Technical Writing",PMI-ACP,93,Product Manager
10338,Master's,Science,"Python, MongoDB, R, Penetration Testing",CISSP,79,Security Engineer
10339,PhD,Computer Science,"Azure, GraphQL, Design Patterns, Rust",Google Professional ML Engineer,76,AI Research Scientist
10340,PhD,Computer Science,"Scala, Ruby",Coursera ML Specialization,91,Data Scientist
10341,Bachelor's,Psychology,"C#, GraphQL, Kotlin",Tricentis Tosca,73,Automation Test Engineer
10342,Master's,Computer Science,"MongoDB, Jenkins, GitHub",GitHub Certified,79,Software Engineer
10343,PhD,Business,"Next.js, TCP/IP, C",Google IT Support,65,Technical Support Specialist
10344,Bachelor's,Engineering,"SQL, Ruby, R",Docker Certified Associate,65,DevOps Engineer
10345,Bachelor's,Science,"Swift, Hadoop",AWS Certified Machine Learning,78,NLP Engineer
10346,Bachelor's,Engineering,"Go, GraphQL",AWS Certified Developer,61,Software Engineer / Developer
10347,Master's,Computer Science,"Design Patterns, Go",AWS Certified Developer,95,Software Engineer / Developer
10348,PhD,Computer Science,"PostgreSQL, OWASP, Scala, Pandas",Certified Blockchain Developer,88,Blockchain Developer
10349,Bachelor's,Computer Science,"Terraform, Problem Solving, Jetpack Compose, Python",HDI Support Center Analyst,83,IT Support / Help Desk
10350,Master's,Engineering,"Scala, GitLab",Selenium Certification,87,Automation Test Engineer
10351,PhD,Finance,"Design Patterns, PHP",Unity Certified Developer,64,AR/VR Developer
10352,Bachelor's,Computer Science,"Git, Rust, PostgreSQL",GitHub Certified,62,Software Engineer / Developer
10353,Bachelor's,Computer Science,"TCP/IP, Git",CompTIA Linux+,62,System Administrator
10354,Bachelor's,Computer Science,"GraphQL, Cassandra",PostgreSQL Associate,86,Database Administrator (DBA)
10355,Bachelor's,Commerce,"Agile/Scrum, C++, Firewall, GitLab",Microsoft Office Specialist,61,Data Entry Operator
10356,Intermediate,Computer Science,"Kubernetes, Technical Writing, SQLite",Snowflake SnowPro,74,Data Engineer
10357,Bachelor's,Engineering,"Pandas, Kotlin, REST API",CISSP,73,Cryptographer
10358,Bachelor's,Finance,"Jenkins, Python, Penetration Testing, PHP",CompTIA Linux+,84,Firmware Engineer
10359,Bachelor's,Computer Science,"Communication, Vue",Google Technical Writing,62,Technical Writer
10360,Master's,Computer Science,"C#, TensorFlow",Google Professional ML Engineer,80,Research Scientist
10361,Bachelor's,Commerce,"Kali Linux, Express",Interaction Design Foundation,69,UI/UX Designer
10362,Master's,Computer Science,"Analytical Thinking, Git",DeepLearning.AI Specialization,95,AI Research Scientist
10363,PhD,Business,"Hadoop, Laravel, Git, R",NVIDIA Deep Learning,60,Computer Vision Engineer
10364,Master's,Commerce,"Technical Writing, Scikit-learn, Debian, Ruby",Microsoft Power BI,89,Data Analyst
10365,Master's,Computer Science,"Wireshark, Go, Azure",AWS Certified Machine Learning,92,ML Engineer
10366,Master's,Engineering,Machine Learning,Creative Writing,87,Research Scientist
10367,Bachelor's,Science,PyTorch,AWS Certified Mobile,65,Mobile Developer (iOS / Android)
10368,Intermediate,Psychology,"Data Analysis, Communication, MS Office",CFA Level 1,90,Business Analyst
10369,Intermediate,Arts,"Agile/Scrum, Jenkins, Technical Writing",TOGAF,61,IT Consultant
10370,Master's,Computer Science,"Flutter, Problem Solving, Bash/Shell Scripting",CISM,79,Cybersecurity Analyst
10371,Intermediate,Computer Science,"HTTP/HTTPS, Metasploit, Subnetting, Bash/Shell Scripting",GCIA (GIAC),89,SOC Analyst
10372,Master's,Computer Science,"CentOS, VPN, Burp Suite",eJPT,91,Penetration Tester (Ethical Hacker)
10373,Bachelor's,Computer Science,"Python, SQL, Communication",Mental Health Basics,93,Research Scientist
10374,Bachelor's,Computer Science,"NumPy, Problem Solving",CompTIA Security+,91,Cybersecurity Analyst
10375,Bachelor's,Computer Science,"DNS, Agile/Scrum, Google Cloud, CI/CD",SAFe Agilist,88,Scrum Master / Agile Coach
10376,Master's,Computer Science,"SQL, Penetration Testing, Power BI",Microsoft Power BI,72,Business Intelligence Analyst
10377,Bachelor's,Psychology,"Analytical Thinking, VPN",Microsoft MCSA,63,System Administrator
10378,Master's,Computer Science,"Azure, Problem Solving",TOGAF,63,Enterprise Architect
10379,Bachelor's,Finance,"System Design, DNS",ARM Certified Engineer,91,Firmware Engineer
10380,PhD,Computer Science,Tableau,Google Professional ML Engineer,85,Research Scientist
10381,Master's,Computer Science,"Kali Linux, Azure, Ruby, Python",DeepLearning.AI Specialization,86,Research Scientist
10382,Bachelor's,Computer Science,"Firewall, CentOS, VPN, Communication",AWS Solutions Architect Professional,73,Solutions Architect
10383,Master's,Science,"Communication, MongoDB, Ansible, VPN",CompTIA Cloud+,65,Infrastructure Engineer
10384,Bachelor's,Computer Science,"Linux (Ubuntu), Git",AWS Certified DevOps Engineer,70,DevOps Engineer
10385,Bachelor's,Computer Science,"Analytical Thinking, Linux (Ubuntu), Design Patterns",Oracle Java Certified,61,Backend Developer
10386,Bachelor's,Computer Science,"Data Structures & Algorithms, Elasticsearch",Coursera ML Specialization,80,ML Engineer
10387,Bachelor's,Computer Science,"PowerShell, Debian",CompTIA Security+,77,Cybersecurity Analyst
10388,Intermediate,Engineering,"PowerShell, GitHub, Design Patterns, Linux (Ubuntu)",Unity Certified Developer,95,Game Developer
10389,Bachelor's,Computer Science,"TensorFlow, Data Structures & Algorithms, Spark",GitHub Certified,92,Software Engineer
10390,Master's,Engineering,"Microservices, OOP",Certified Blockchain Developer,90,Blockchain Developer
10391,Matric,Computer Science,"Data Structures & Algorithms, Vue, Technical Writing, Analytical Thinking",Interaction Design Foundation,68,UI/UX Designer
10392,PhD,Computer Science,"Bash/Shell Scripting, Swift",CertNexus IoT,95,Embedded Systems Engineer
10393,Bachelor's,Computer Science,"Hadoop, AWS",PMP,70,IT Consultant
10394,Bachelor's,Computer Science,"Notion, OOP, Google Cloud, Load Balancer",AWS Certified DevOps Engineer,75,DevOps Engineer
10395,Bachelor's,Computer Science,"Analytical Thinking, Bitbucket, CI/CD, Debian",GitHub Certified,86,Software Engineer / Developer
10396,Master's,Business,"DNS, Communication, PyTorch, Docker",AIPMM CPM,85,Product Manager
10397,PhD,Psychology,"Jenkins, Vue, Bash/Shell Scripting, HTTP/HTTPS",Oracle Java Certified,84,Backend Developer
10398,Master's,Business,"Elasticsearch, PyTorch, Analytical Thinking",PMI-PBA,81,Business Analyst
10399,Master's,Computer Science,"Debian, Docker, Terraform",CompTIA Linux+,72,System Administrator
10400,Master's,Computer Science,"TypeScript, Debian",Microsoft Power BI,79,Data Analyst
10401,Master's,Computer Science,"Agile/Scrum, System Design, GitHub, Bash/Shell Scripting",Google Associate Cloud Engineer,71,Software Engineer
10402,Master's,Business,"Data Structures & Algorithms, Analytical Thinking, Agile/Scrum",Google UX Design Certificate,83,Frontend Developer
10403,Bachelor's,Computer Science,"PyTorch, React Native, Bash/Shell Scripting",CKA (Kubernetes),84,DevOps Engineer
10404,Bachelor's,Engineering,"Redis, Data Structures & Algorithms",AWS Certified Developer,86,Software Engineer / Developer
10405,Bachelor's,Business,"Azure, AWS, Kali Linux, Cassandra",Google Cloud Professional,90,Backend Developer
10406,Intermediate,Commerce,"Ansible, Vue",Microsoft Azure Administrator,73,Cloud Engineer
10407,Master's,Business,"Kotlin/Java (Android), CentOS, OWASP, GitHub",CEH,82,Penetration Tester (Ethical Hacker)
10408,Master's,Business,"GraphQL, Node.js",Figma Professional,92,UI/UX Designer
10409,Master's,Computer Science,"Kubernetes, System Design, Spark, Swift",CISSP,66,Cybersecurity Analyst
10410,Bachelor's,Computer Science,"OWASP, Linux (Ubuntu)",Google IT Support,63,IT Support / Help Desk
10411,Bachelor's,Computer Science,"Communication, Git, Agile/Scrum",ITIL Foundation,76,Technical Writer
10412,Master's,Computer Science,"Kali Linux, REST API, GitLab",Oracle Java Certified,92,Software Engineer
10413,PhD,Arts,"Java, Google Cloud, Data Structures & Algorithms, Windows Server",AWS Certified SysOps,95,Site Reliability Engineer (SRE)
10414,Bachelor's,Computer Science,"Power BI, Swift, MySQL, SQL",Databricks Associate,73,Data Engineer
10415,Intermediate,Computer Science,"Machine Learning, Communication",Google Data Analytics,73,ML Engineer
10416,PhD,Science,"SQLite, Next.js, GitLab, Analytical Thinking",Tableau Desktop Specialist,74,Data Analyst
10417,Bachelor's,Computer Science,"Terraform, Kotlin/Java (Android)",Unity Certified Developer,65,Game Developer
10418,Bachelor's,Science,"Ansible, R",Oracle Java Certified,88,Backend Developer
10419,Bachelor's,Computer Science,"Notion, JavaScript",GitHub Certified,70,Software Engineer / Developer
10420,Bachelor's,Computer Science,"Scala, OWASP, Git, Swift (iOS)",Hyperledger Fabric,71,Blockchain Developer
10421,Bachelor's,Engineering,"Agile/Scrum, CSS",Google Data Analytics,84,Data Analyst
10422,Matric,Computer Science,"GraphQL, Metasploit",React Native Certification,75,Mobile Developer (iOS / Android)
10423,Master's,Computer Science,"Jenkins, Google Cloud, Firewall",Databricks ML Associate,68,Machine Learning Engineer
10424,Matric,Business,"PowerShell, Problem Solving",CompTIA IT Fundamentals,72,Data Entry Operator
10425,Bachelor's,Business,"HTTP/HTTPS, Elasticsearch, React Native",Google Project Management,76,Product Manager
10426,Intermediate,Computer Science,"HTML, Go, Jira, Node.js",AWS DevOps,92,Automation Test Engineer
10427,PhD,Computer Science,"Firebase, TensorFlow, HTTP/HTTPS",AWS Certified Machine Learning,76,NLP Engineer
10428,PhD,Computer Science,"Technical Writing, Kubernetes",TensorFlow Developer Certificate,78,ML Engineer
10429,Master's,Computer Science,"GraphQL, Go, System Design, Debian",AWS Certified Developer,71,Software Engineer / Developer
10430,Bachelor's,Business,"Machine Learning, Marketing",Google Data Analytics,63,Business Analyst
10431,Master's,Computer Science,"Pandas, CI/CD, Docker, Penetration Testing",Google Professional ML Engineer,89,ML Engineer
10432,Matric,Engineering,"Scikit-learn, Cassandra, Flutter",Google Associate Android Developer,73,Mobile Developer (iOS / Android)
10433,Bachelor's,Computer Science,"Load Balancer, Firewall",AWS Certified Data Analytics,77,Data Engineer
10434,Matric,Arts,"Counseling, Data Analysis, Machine Learning",Tally ERP,78,Business Analyst
10435,PhD,Computer Science,"SQL, Confluence, PyTorch",Google Professional ML Engineer,75,Machine Learning Engineer
10436,PhD,Business,"SQL, MS Office, Financial Analysis",Mental Health Basics,82,Business Analyst
10437,PhD,Psychology,"Jenkins, Swift (iOS)",TOGAF,85,Enterprise Architect
10438,Bachelor's,Computer Science,"MS Office, Counseling",Creative Writing,79,Data Entry Operator
10439,Bachelor's,Engineering,"Cryptography, Kubernetes, Jenkins, Elasticsearch",AWS Solutions Architect,72,IT Consultant
10440,Intermediate,Arts,"Jenkins, Node.js, Firewall",AWS SysOps Administrator,88,System Administrator
10441,Bachelor's,Computer Science,"Agile/Scrum, NumPy, Azure, Terraform",Databricks ML Associate,83,Machine Learning Engineer
10442,Bachelor's,Commerce,"Burp Suite, PowerShell",Google IT Support,76,Data Entry Operator
10443,Intermediate,Psychology,"HTTP/HTTPS, C, R",ARM Certified Engineer,75,Embedded Systems Engineer
10444,Bachelor's,Business,"Analytical Thinking, Tableau, Technical Writing",freeCodeCamp Certification,64,Frontend Developer
10445,Bachelor's,Engineering,"Kotlin/Java (Android), Scikit-learn, Jira",AWS SysOps Administrator,81,Infrastructure Engineer
10446,Matric,Science,"Linux (Ubuntu), C",Microsoft MTA,60,IT Support / Help Desk
10447,Intermediate,Commerce,"Express, Scikit-learn, Cassandra, Problem Solving",Google IT Support,86,Data Entry Operator
10448,Matric,Arts,"Notion, Agile/Scrum, Terraform",Linux Foundation CKA,74,Site Reliability Engineer (SRE)
10449,Bachelor's,Computer Science,"NumPy, C",Unity Certified Developer,95,AR/VR Developer
10450,Bachelor's,Computer Science,"Scala, OOP, Firewall",Microsoft MCSA,75,System Administrator
10451,Bachelor's,Computer Science,"TensorFlow, Subnetting",Coursera ML Specialization,83,ML Engineer
10452,Intermediate,Computer Science,"Design Patterns, Communication, React Native, NumPy",freeCodeCamp Certification,67,Frontend Developer
10453,Master's,Computer Science,"OSI Model, Firewall",CISM,76,Cybersecurity Analyst
10454,Bachelor's,Arts,"Hadoop, Next.js",AWS Certified Machine Learning,95,Computer Vision Engineer
10455,PhD,Arts,"TCP/IP, Bash/Shell Scripting, CI/CD, Ansible",Microsoft Azure Administrator,64,Infrastructure Engineer
10456,Master's,Computer Science,"Go, Google Cloud, REST API",Oracle Java Certified,81,Backend Developer
10457,Master's,Business,"Ruby, Go, Cryptography, C#",AWS Certified Machine Learning,75,NLP Engineer
10458,Bachelor's,Computer Science,"Docker, React Native",Meta Full Stack Developer,85,Full Stack Developer
10459,Bachelor's,Engineering,"TCP/IP, HTTP/HTTPS, SQL",Google Cloud Professional,66,Cloud Engineer
10460,PhD,Business,"Flutter, Google Cloud, Vue",TOGAF,89,Solutions Architect
10461,Master's,Science,"Firebase, Tableau, Kotlin/Java (Android), GitHub",Tableau Desktop Specialist,77,Business Intelligence Analyst
10462,Master's,Computer Science,"Data Structures & Algorithms, CentOS, Ruby, React Native",Google Professional ML Engineer,78,Machine Learning Engineer
10463,Master's,Computer Science,"GraphQL, System Design",Databricks ML Associate,66,Machine Learning Engineer
10464,Bachelor's,Computer Science,"Design Patterns, Git, Communication, GitLab",STC Certification,83,Technical Writer
10465,PhD,Engineering,"Spring Boot, Linux (Ubuntu), Kali Linux",Splunk Certified,92,SOC Analyst
10466,Matric,Engineering,"Data Analysis, SQL",Google Data Analytics,75,Research Scientist
10467,Bachelor's,Engineering,"System Design, Problem Solving",ISTQB Advanced,82,Automation Test Engineer
10468,Bachelor's,Computer Science,"Microservices, CSS",PostgreSQL Associate,89,Database Administrator (DBA)
10469,Master's,Science,"CentOS, Debian, GitHub, Swift (iOS)",Google Cloud Professional,65,Full Stack Developer
10470,Matric,Science,"HTTP/HTTPS, PHP",CompTIA A+,69,IT Support / Help Desk
10471,Master's,Computer Science,"Cassandra, GitHub",React Native Certification,73,Mobile Developer (iOS / Android)
10472,PhD,Computer Science,"Kotlin, Microservices, Redis",AWS Certified Machine Learning,94,Data Scientist
10473,PhD,Computer Science,"Tableau, Kotlin/Java (Android), CSS, Communication",DeepLearning.AI Specialization,85,Research Scientist
10474,Bachelor's,Engineering,"Confluence, SQLite, GitHub",Oracle Java Certified,90,Software Engineer / Developer
10475,Bachelor's,Commerce,"HTTP/HTTPS, Java, Scala",Tableau Desktop Specialist,89,Business Analyst
10476,Master's,Science,"Communication, CI/CD, Metasploit, Analytical Thinking",Meta Front-End Developer,86,Frontend Developer
10477,Bachelor's,Finance,"Communication, Cassandra",Microsoft Power BI,82,Data Analyst
10478,PhD,Computer Science,"Pandas, Google Cloud, Design Patterns",Coursera ML Specialization,91,Data Scientist
10479,Master's,Finance,"System Design, Firebase, Vue",AWS Solutions Architect,87,Cloud Engineer
10480,Master's,Computer Science,"Elasticsearch, TypeScript, Microservices",AWS Certified Machine Learning,84,Data Scientist
10481,PhD,Computer Science,"Google Cloud, Windows Server",Google Professional SRE,92,Site Reliability Engineer (SRE)
10482,Master's,Computer Science,"Flutter, Redis",AWS Certified Developer,78,Software Engineer / Developer
10483,Bachelor's,Arts,"Load Balancer, CentOS, GitHub",Red Hat RHCSA,85,System Administrator
10484,Matric,Business,"HTTP/HTTPS, Node.js",Google UX Design Certificate,86,UI/UX Designer
10485,Bachelor's,Engineering,"Elasticsearch, System Design, Communication, DNS",AWS Solutions Architect Professional,72,Solutions Architect
